school_name,campus_name,school_kind,school_type,establishment,region,admission_quota,graduate_count,student_count,employment_rate,students_per_faculty,faculty_securing_rate,scholarship_per_student,avg_tuition_thousand_krw,education_cost_thousand_krw,dormitory_capacity_rate
서울여자대학교,본교,대학,대학교,사립,서울,1592,1439,8236,62.1,31.83,69.91,3819483.7,8244.5,12965.8,11.6
서울예술대학교,본교,전문대학,전문대학,사립,경기,581,1007,3211,66.5,23.07,86.21,4281111.9,8694.9,13549.3,16.7
서울외국어대학원대학교,본교,대학원대학,전문대학원,사립,서울,70,83,351,82.2,17.42,133.33,-,8800,25326.9,0
서울장신대학교,본교,대학,대학교,사립,경기,104,70,800,50,24.85,94.44,5321743.3,7781.3,14017.9,52.7
서울한영대학교,본교,대학,대학교,사립,서울,180,116,1181,64.6,28.86,85.71,3535602.5,7245.4,9244,12.6
서원대학교,본교,대학,대학교,사립,충북,1622,1438,8127,60.9,31.07,70.25,4620857.4,7574.2,13508,12.7
서일대학교,본교,전문대학,전문대학,사립,서울,2125,2110,6067,65.4,36.71,56.36,3843714,6909.5,10125.9,0
서정대학교,본교,전문대학,전문대학,사립,경기,1342,3744,10154,77,13.11,168.09,4275417.3,6310.4,10724.2,4.6
서해대학,본교,전문대학,전문대학,사립,전북,0,0,0,0,0,0,0,0,0,0
선린대학교,본교,전문대학,전문대학,사립,경북,632,667,2025,79.5,26.47,76.09,4469527.2,6301.2,12143.3,19.8
선문대학교,본교,대학,대학교,사립,충남,2053,1688,8826,68.3,33.41,64.79,4715362.3,8244.3,15469.6,30.7
선학유피대학원대학교,본교,대학원대학,전문대학원,사립,경기,38,18,63,83.3,50,50,-,3105,39349.9,206.9
성결대학교,본교,대학,대학교,사립,경기,1228,1087,5236,64,34.85,65.48,3866967.7,7857.1,11165.6,11.1
성공회대학교,본교,대학,대학교,사립,서울,502,521,2355,57,31.82,73.91,4734652,7626.7,12044,19.4
성균관대학교,본교,대학,대학교,사립,서울,3588,4263,20257,71.3,17.43,121.88,3772884.3,9145.5,33206.4,20.2
성산효대학원대학교,본교,대학원대학,전문대학원,사립,인천,97,83,178,70.5,28,85.71,-,3604.9,9267,0
성서침례대학원대학교,본교,대학원대학,전문대학원,사립,경기,33,16,54,84.2,33.33,75,-,2919.9,18682.6,75
성신여자대학교,본교,대학,대학교,사립,서울,2060,1987,9788,60.4,30.04,72.37,4011931.7,8437.8,13968,10.2
성심외국어대학,본교,전문대학,전문대학,사립,부산,0,0,0,0,0,0,0,0,0,0
성운대학교,본교,전문대학,전문대학,사립,경북,552,684,1646,75.9,30.76,77.08,4796210.5,5407.5,11929.9,4.4
세경대학교,본교,전문대학,전문대학,사립,강원,398,269,781,76.2,39,54.55,5584973.2,5372.2,16342,76.8
세명대학교,본교,대학,대학교,사립,충북,1472,1348,5697,66.2,29.71,69.14,4817935,7503.3,15883.4,57.6
세종대학교,본교,대학,대학교,사립,서울,2579,2705,13874,61.5,23.6,89.29,3417767.7,8651,18094,11.4
세종사이버대학교,본교,대학,사이버대학(대학),사립,서울,2180,3080,12291,77.7,137.88,144.44,2220878.3,2920.6,4036,0
세한대학교,본교,대학,대학교,사립,전남광주,817,764,3046,69.5,35.97,60,5399729.8,8013.1,12669.7,36.9
송곡대학교,본교,전문대학,전문대학,사립,강원,200,285,2359,78.9,18.97,103.45,4558462.6,5619.9,9765.4,5.8
송원대학교,본교,대학,대학교,사립,전남광주,640,701,2467,70.3,30.32,69.7,5405490.5,7106.1,17626.3,16.7
송호대학교,본교,전문대학,전문대학,사립,강원,330,296,929,76.4,34.84,56.82,4602162.5,6038.4,10738.2,44.4
수도국제대학원대학교,본교,대학원대학,전문대학원,사립,서울,88,192,603,68.3,17.88,121.43,-,3412.5,6357.6,0
수성대학교,본교,전문대학,전문대학,사립,대구,1147,1260,3383,73.7,34.13,61.59,5216138.1,6388,12671.1,12.3
수원가톨릭대학교,본교,대학,대학교,사립,경기,90,25,92,0,64.63,38.1,9367691.6,5249,48431.1,171.7
수원과학대학교,본교,전문대학,전문대학,사립,경기,1995,888,3666,66.5,55.85,38.11,3073603.8,6011.1,12505.9,0
수원대학교,본교,대학,대학교,사립,경기,2130,1707,8529,65.4,32.43,65.31,4223572.4,8195.1,13087.6,12.2
수원여자대학교,본교,전문대학,전문대학,사립,경기,1379,1262,3785,72.3,34.55,59.02,3786092.2,7213.3,11628.3,0
숙명여자대학교,본교,대학,대학교,사립,서울,2150,2324,10484,62.5,30.64,72.84,4016935.9,8825.5,17620.3,12
순복음대학원대학교,본교,대학원대학,전문대학원,사립,서울,40,30,89,56.3,40,62.5,-,3148.8,10549.1,0
순복음총회신학교,본교,대학,각종학교(대학),사립,충북,58,21,145,66.7,29,80,4950852.8,6222.4,9867.3,116.8
순천제일대학교,본교,전문대학,전문대학,사립,전남광주,988,1048,2706,72.4,30.78,66.67,4695589.1,5903.5,13677.4,9
순천향대학교,본교,대학,대학교,사립,충남,2524,2330,11137,62.8,12.55,158.6,4242503.3,8540.7,24979.5,38.7
숭실대학교,본교,대학,대학교,사립,서울,2720,3219,14116,67.7,26.1,84.34,3699397,8643.4,15229.4,11.6
숭실사이버대학교,본교,대학,사이버대학(대학),사립,서울,1650,2489,7952,78.5,128.95,152,1998951.6,2772.2,4375.8,0
숭의여자대학교,본교,전문대학,전문대학,사립,서울,1280,1128,3020,67.3,38.81,55.94,3824526.2,6587.3,9660.6,0
신경주대학교,본교,대학,대학교,사립,경북,740,96,1317,64.3,93.3,22.47,6573124.7,7634.8,10819.4,18.6
신구대학교,본교,전문대학,전문대학,사립,경기,2282,2142,6017,74.9,39.35,52.9,3934828.7,7227.6,11253.8,4.9
신라대학교,본교,대학,대학교,사립,부산,1640,1492,7145,59,29.55,74.64,4266571.9,7298.4,11980.6,12.1
신성대학교,본교,전문대학,전문대학,사립,충남,1112,931,2882,76.4,31.44,63.91,4155921,6915.9,13094.9,38.1
신안산대학교,본교,전문대학,전문대학,사립,경기,1312,946,3647,62.2,30.07,68.57,3659956.7,7253.4,11653.3,0
신한대학교,제2캠퍼스,대학,대학교,사립,경기,1315,1247,6571,65.9,27.51,77.46,4561475.9,9156.6,0,4.6
신한대학교,본교,대학,대학교,사립,경기,90,277,529,69.1,11.49,172.09,4984912,9568.6,12924.7,101.6
실천신학대학원대학교,본교,대학원대학,전문대학원,사립,경기,41,26,74,0,33.33,75,-,3561.3,14697.5,0
아신대학교,본교,대학,대학교,사립,경기,130,50,376,0,44.06,55.93,5823181.5,6900,12109.1,47.4
아주대학교,본교,대학,대학교,사립,경기,2134,2147,10752,69.3,18.81,110.67,3823478.5,9093.2,29543.8,28.4
아주자동차대학교,본교,전문대학,전문대학,사립,충남,390,348,830,70.8,26.4,75.76,1937295.6,7204,16131.4,84.5
안동과학대학교,본교,전문대학,전문대학,사립,경북,654,642,2058,78.3,29.53,68.09,4836493.6,5939.3,13274.4,37.9
안산대학교,본교,전문대학,전문대학,사립,경기,1435,1585,4705,71.4,33.24,62.37,3799421.2,6617,12038.7,9.9
안양대학교,본교,대학,대학교,사립,경기,986,894,4585,64.1,33.99,64.94,4087818.6,8261.4,12752.4,6.8
안양대학교,제2캠퍼스,대학,대학교,사립,인천,140,43,354,49.1,30.5,62.5,4750446.3,9105.4,0,82.7
에스라성경대학원대학교,본교,대학원대학,전문대학원,사립,경기,48,29,53,33.3,33.33,75,-,4058.2,15077.2,56.5
여주대학교,본교,전문대학,전문대학,사립,경기,1246,1023,2959,74.8,29.49,68.67,4332226.2,7519.3,13188.9,19.4
연성대학교,본교,전문대학,전문대학,사립,경기,2201,2205,6082,71.9,35.56,59.11,4386624.2,7086.4,11909.9,5.3
연세대학교,본교,대학,대학교,사립,서울,3596,4458,21024,67.3,16.34,123.56,4014462.6,9957.8,41612.8,35
연세대학교(미래),분교,대학,대학교,사립,강원,1440,1496,6998,63.1,17.37,113.73,4165633.8,9212.1,25807.8,57
연암공과대학교,본교,전문대학,전문대학,사립,경남,496,434,1012,79.6,27.76,71.7,4802850.6,5568.1,22679.3,53.3
연암대학교,본교,전문대학,전문대학,사립,충남,473,491,1080,77.4,29.88,66.67,5364770.7,6283.5,38415.4,35
영남대학교,본교,대학,대학교,사립,경북,4661,4554,20783,51.4,27.34,76.68,4488667.5,8072.8,16432.8,14
영남신학대학교,본교,대학,대학교,사립,경북,115,57,436,47.6,36.68,67.57,4996516.5,6812,11571.6,53.6
영남외국어대학,본교,전문대학,전문대학,사립,경북,278,230,432,68.8,55.5,38.71,4707180.1,5505.2,8219.5,0
영남이공대학교,본교,전문대학,전문대학,사립,대구,2161,2204,6123,72.7,32.7,62.55,5042759.7,6688.5,12412.4,19.8
영산대학교(양산),제2캠퍼스,대학,대학교,사립,경남,729,691,2869,68.5,28.61,76.86,4982280.1,7224,0,22.6
영산대학교(해운대),본교,대학,대학교,사립,부산,565,807,2904,64.6,32.62,64.79,4342190.3,7544.7,12803.6,23.3
영산선학대학교,본교,대학,대학교,사립,전남광주,50,8,21,0,18.18,137.5,4011913,2000,59739.2,513
