school_name,campus_name,school_kind,school_type,establishment,region,admission_quota,graduate_count,student_count,employment_rate,students_per_faculty,faculty_securing_rate,scholarship_per_student,avg_tuition_thousand_krw,education_cost_thousand_krw,dormitory_capacity_rate
청주대학교,본교,대학,대학교,사립,충북,2621,3779,11487,63.9,26.82,79.92,4109265.8,8319.5,12983,19.2
초당대학교,본교,대학,대학교,사립,전남광주,717,558,2106,72.1,32.79,63.45,5271204.6,7231.6,15871,53.6
총신대학교,본교,대학,대학교,사립,서울,307,328,1385,58.3,37.69,65,5252140.6,7556.2,12260.8,45.8
추계예술대학교,본교,대학,대학교,사립,서울,250,282,1153,56.4,30.6,68.18,3775095.7,9898.9,16885.2,14.5
춘천교육대학교,본교,대학,교육대학,국립,강원,321,292,1174,56.4,29.82,79.17,2148567.9,3603,18230.6,48.7
춘해보건대학교,본교,전문대학,전문대학,사립,울산,654,802,2757,81.5,30.43,66.04,4169656.8,6647.1,12466.2,18.1
충남대학교,본교,대학,대학교,국립,대전,3818,3516,18045,61.1,20.95,94.16,2995863.1,4401.8,23562.3,21.5
충남도립대학교,본교,전문대학,전문대학,공립,충남,447,360,1020,73.6,31.53,64,4408476.8,2460.8,29405,77.2
충북대학교,본교,대학,대학교,국립,충북,3162,2771,13554,56.8,21.04,94.13,3104757.7,4305.7,25499.8,24.4
충북도립대학교,본교,전문대학,전문대학,공립,충북,400,285,778,70.8,34.4,58.14,2522586.6,1873.1,22701.2,50.9
충북보건과학대학교,본교,전문대학,전문대학,사립,충북,913,821,3431,75.5,30.72,65.22,3858482.1,6723.2,11640.6,21.6
충청대학교,본교,전문대학,전문대학,사립,충북,1283,1033,3320,71.5,35.52,57.52,3857529.9,6323.8,12662.1,10.7
치유상담대학원대학교,본교,대학원대학,전문대학원,사립,서울,71,54,114,57.9,27.38,88.89,-,4565.8,14707.9,0
칼빈대학교,본교,대학,대학교,사립,경기,90,98,2394,70.4,9.19,250,1076008.3,8030,6082.3,11.5
태재대학교,본교,대학,사이버대학(대학),사립,서울,100,0,103,0,33.33,600,0,0,0,0
평택대학교,본교,대학,대학교,사립,경기,833,632,3127,58.4,35.43,63.48,4029439.7,8198.8,14514.7,30.1
포항공과대학교,본교,대학,대학교,사립,경북,320,296,1499,79.8,17.84,111.36,8041517.7,5613.5,135535.7,85.9
포항대학교,본교,전문대학,전문대학,사립,경북,705,547,1484,73,38.42,53.57,5153094.2,6575.6,14086.4,38.3
한경국립대학교,본교,대학,대학교,국립,경기,1271,1184,5545,63,22.93,90.22,3383062,4021.3,20359.8,24.7
한국개발연구원국제정책대학원대학교,본교,대학원대학,전문대학원,사립,세종,240,429,700,90.2,17.5,140,-,6916.7,32038.9,67.8
한국골프과학기술대학교,본교,전문대학,전문대학,사립,강원,160,150,448,74.1,33.85,59.09,5690658.2,7966,12794.7,43.4
한국공학대학교,본교,대학,대학교,사립,경기,1410,1669,7645,65.8,23.59,86.23,3895570.5,9449.1,20031,35.5
