school_name,campus_name,school_kind,school_type,establishment,region,admission_quota,graduate_count,student_count,employment_rate,students_per_faculty,faculty_securing_rate,scholarship_per_student,avg_tuition_thousand_krw,education_cost_thousand_krw,dormitory_capacity_rate
대덕대학교,본교,전문대학,전문대학,사립,대전,1209,609,1973,71.7,47.21,43.09,4804832.9,6268.1,15077.1,38
대동대학교,본교,전문대학,전문대학,사립,부산,398,408,1533,77.7,28.36,70.31,4154409.4,6596.2,11484.1,0
대림대학교,본교,전문대학,전문대학,사립,경기,2215,2447,6733,79.8,33.53,61.07,3970762.3,7359.3,12189.4,0.6
대신대학교,본교,대학,대학교,사립,경북,170,108,3301,56.1,13.13,176.32,3738660.1,6626.4,10988.9,11.3
대원대학교,본교,전문대학,전문대학,사립,충북,742,574,2620,78.1,33.67,61.22,3849273.4,6447.5,13242.7,49.8
대전가톨릭대학교,본교,대학,대학교,사립,세종,40,10,34,0,29.5,83.33,4149117.6,5760,68792.8,943.6
대전과학기술대학교,본교,전문대학,전문대학,사립,대전,1286,1370,4293,70.4,31.76,64.97,3207801.9,6424.7,11292,16.6
대전대학교,본교,대학,대학교,사립,대전,1782,1528,7812,61.1,32.03,63.01,4836421.6,7685.7,15769.5,27.9
대전보건대학교,본교,전문대학,전문대학,사립,대전,1422,1451,4136,75,32.83,61.06,4007694.2,6505.3,13361.5,11.5
대전신학대학교,본교,대학,대학교,사립,대전,32,14,35,0,51.86,46.67,6830771,6100,13890.7,0
대진대학교,본교,대학,대학교,사립,경기,1737,1762,7565,63.4,32.64,66.57,4209223,8247,12618.8,19.1
대한신학대학원대학교,본교,대학원대학,전문대학원,사립,경기,62,69,279,79.3,22.8,100,-,3111.2,6553.9,0
덕성여자대학교,본교,대학,대학교,사립,서울,1215,1184,5441,60.5,27.17,81.17,3539790.8,7810.8,14203.1,15.3
동강대학교,본교,전문대학,전문대학,사립,전남광주,945,855,2458,74.3,32.29,63.56,4707150,5860.8,11834.9,16.2
동국대학교,본교,대학,대학교,사립,서울,2925,3041,14089,66.3,25.09,87.98,3933921.7,8656.3,19175.8,13.7
동국대학교(WISE),분교,대학,대학교,사립,경북,1825,1482,7495,60.7,27.35,73.8,4295462.4,8417.8,16130.2,25.9
동남보건대학교,본교,전문대학,전문대학,사립,경기,1308,1486,4739,76,32.23,63.18,3595822.2,6785.9,10226.9,4.5
동덕여자대학교,본교,대학,대학교,사립,서울,1577,1543,6884,61.9,32.44,66.56,3712810.1,8126.4,12819.4,12.7
동명대학교,본교,대학,대학교,사립,부산,1424,1468,6905,61.9,29.9,71.15,4871454.7,7663.5,12634.5,12.5
동방문화대학원대학교,본교,대학원대학,전문대학원,사립,서울,66,87,366,75.5,29.2,83.33,-,4237.4,10802.1,0
동부산대학교,본교,전문대학,전문대학,사립,부산,0,0,0,0,0,0,0,0,0,0
동서대학교,본교,대학,대학교,사립,부산,2094,1891,8459,60.7,28.96,73.97,4608513.9,7543.2,14805.2,22
동서울대학교,본교,전문대학,전문대학,사립,경기,2236,2180,5741,67.5,39.77,51.49,3750251.4,7161.8,10621.7,3.4
동신대학교,본교,대학,대학교,사립,전남광주,1455,1300,6122,64.3,26.32,77.06,4687043.7,7249,14652.5,19.6
동아대학교,본교,대학,대학교,사립,부산,4159,3959,17790,57.4,28.07,76.37,4134586.3,7896.1,15683.6,13.3
동아방송예술대학교,본교,전문대학,전문대학,사립,경기,823,977,3070,69.4,33.36,59.68,4413980.4,7877.3,14116.9,15.1
동아보건대학교,본교,전문대학,전문대학,사립,전남광주,300,348,600,75.3,43.1,51.22,4389924.4,4846.8,14208.1,34.1
동양대학교,본교,대학,대학교,사립,경북,1010,816,4276,65.3,32.6,64.22,4187408.5,7942.6,11869,33.4
동양미래대학교,본교,전문대학,전문대학,사립,서울,2135,2300,5577,67.8,30.91,67.08,4230778.2,7237.3,11312.2,2
동우대학,본교,전문대학,전문대학,사립,강원,0,0,0,0,0,0,0,0,0,0
동원과학기술대학교,본교,전문대학,전문대학,사립,경남,712,882,2377,77.7,38.36,52.22,5062635.7,6373,15981.8,18.3
동원대학교,본교,전문대학,전문대학,사립,경기,1160,1298,4491,69.6,39.17,53.73,5567212.1,7343.4,12482,21.3
동의과학대학교,본교,전문대학,전문대학,사립,부산,1258,1429,4483,74.6,25.83,79.05,5133313,6875.2,13319.2,16.2
동의대학교,본교,대학,대학교,사립,부산,3589,2957,14433,59.5,29.57,71.47,4557233.8,7580.4,13138.4,20.9
두원공과대학교,본교,전문대학,전문대학,사립,경기,1426,678,2509,69.7,36.43,55.06,4015017.6,7019.8,15883.2,22.6
디지털서울문화예술대학교,본교,대학,사이버대학(대학),사립,서울,990,818,3029,71.6,214.38,88.89,2587374.5,3126.4,7170.8,0
루터대학교,본교,대학,대학교,사립,경기,85,64,300,67.2,29.13,83.33,5530965.2,6300,14301.6,30.7
마산대학교,본교,전문대학,전문대학,사립,경남,1846,1620,5199,76.1,36.15,56.22,3898580.6,6397.9,11315.3,27.8
명지대학교,본교,대학,대학교,사립,경기,1264,1348,5701,65.3,24.54,81.41,4035019.4,9829.4,14432.3,31.4
명지대학교,제2캠퍼스,대학,대학교,사립,서울,1263,1899,7537,65.1,31.98,73.25,3836979.4,7737.6,0,13.8
명지전문대학,본교,전문대학,전문대학,사립,서울,2483,2558,6759,64.7,36.79,57.63,4276975.4,7164,11231.2,3.3
목원대학교,본교,대학,대학교,사립,대전,1892,1312,7646,57.4,32.88,65.56,4698472.4,7966,13404.2,17.7
목포가톨릭대학교,본교,대학,대학교,사립,전남광주,120,126,474,64.4,21.82,91.67,5179951.8,6758,17726.3,43.8
목포과학대학교,본교,전문대학,전문대학,사립,전남광주,872,909,2567,70.6,33.67,62.62,5228264.8,6106.7,14095.4,17.1
문경대학교,본교,전문대학,전문대학,사립,경북,259,225,591,78.1,38.27,52.38,4965939.1,6357.1,18872.4,42.2
배재대학교,본교,대학,대학교,사립,대전,1888,1325,7665,57.2,33.77,63.32,4273034.3,7956.6,13655.8,23.1
배화여자대학교,본교,전문대학,전문대학,사립,서울,1056,1019,2668,63.8,38.52,56.03,3569057.9,6825.8,10998.7,0
백석대학교,본교,대학,대학교,사립,충남,2790,2621,11836,66.6,32.65,68.15,4325985,8626.2,14038.2,14.2
백석문화대학교,본교,전문대학,전문대학,사립,충남,1398,1297,3997,72,35.79,56.9,4095746.5,7501.6,15635.8,11.5
백제예술대학교,본교,전문대학,전문대학,사립,전북,357,289,649,53.3,43.76,44.74,4334738.4,8080.7,12037.4,18.1
베뢰아국제대학원대학교,본교,대학원대학,전문대학원,사립,서울,40,15,37,61.5,100,25,-,2147.9,0,94.3
부산가톨릭대학교,본교,대학,대학교,사립,부산,705,846,3327,67.4,28.15,72.39,5073725.9,7470.2,14058.1,14
부산경상대학교,본교,전문대학,전문대학,사립,부산,840,622,1500,64.5,47.14,46.67,6818326,5696,16941.6,28.6
부산과학기술대학교,본교,전문대학,전문대학,사립,부산,1194,1499,4301,74.4,25.13,86.4,5082312.4,6595.8,12714.1,20
부산교육대학교,본교,대학,교육대학,국립,부산,313,317,1360,58.3,35.17,65.55,2865938.5,3316,15520.1,42.9
부산대학교,본교,대학,대학교,국립,부산,4796,4093,20443,57.5,20.95,91.95,3444068.6,4514.5,27124.7,20.3
부산디지털대학교,본교,대학,사이버대학(대학),사립,부산,1000,805,3150,72.5,152.26,126.67,2407931.1,2523,4886.7,0
부산보건대학교,본교,전문대학,전문대학,사립,부산,837,771,2506,73.2,31.15,65.49,4814183.4,6614.8,14014.7,10.7
부산여자대학교,본교,전문대학,전문대학,사립,부산,618,603,1847,62.6,32.52,65.79,4576651.3,6503.9,12870.9,33.3
부산예술대학교,본교,전문대학,전문대학,사립,부산,200,258,103,56.3,72.14,28,5138560,5696.5,10650.6,0
부산외국어대학교,본교,대학,대학교,사립,부산,1470,1257,6629,57.1,32.46,73.14,4279238.6,6947.3,12504.2,23.9
부산장신대학교,본교,대학,대학교,사립,경남,32,38,117,48.1,34.8,71.43,8005063.3,6316.9,16299.2,76.5
부천대학교,본교,전문대학,전문대학,사립,경기,2140,2833,7109,71.6,29.52,70.97,4627681.3,6909.2,12759.9,5
북한대학원대학교,본교,대학원대학,전문대학원,사립,서울,60,66,147,87.1,25.25,88.89,-,5352,14020.1,0
